2014-04-22 17:48:27: 172.17.58.130 (c8:e0:eb:d9:57:4f) -> 169.254.255.255 (00:00:00:00:00:00)
2014-04-22 17:54:18: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.164 (00:00:00:00:00:00)
2014-04-22 17:54:18: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.250 (00:00:00:00:00:00)
2014-04-22 17:54:22: 172.17.58.183 (b0:79:94:dd:a9:2a) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:54:25: 172.17.58.183 (b0:79:94:dd:a9:2a) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:54:29: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.164 (00:00:00:00:00:00)
2014-04-22 17:54:34: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.237 (00:00:00:00:00:00)
2014-04-22 17:54:35: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.136 (00:00:00:00:00:00)
2014-04-22 17:54:42: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.183 (00:00:00:00:00:00)
2014-04-22 17:54:42: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.178 (00:00:00:00:00:00)
2014-04-22 17:54:43: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.6 (00:00:00:00:00:00)
2014-04-22 17:54:43: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.178 (00:00:00:00:00:00)
2014-04-22 17:54:43: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.112 (00:00:00:00:00:00)
2014-04-22 17:54:44: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.178 (00:00:00:00:00:00)
2014-04-22 17:54:44: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.178 (00:00:00:00:00:00)
2014-04-22 17:54:44: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.166 (00:00:00:00:00:00)
2014-04-22 17:54:47: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.166 (00:00:00:00:00:00)
2014-04-22 17:54:48: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.112 (00:00:00:00:00:00)
2014-04-22 17:54:48: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.166 (00:00:00:00:00:00)
2014-04-22 17:54:49: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.131 (00:00:00:00:00:00)
2014-04-22 17:54:51: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.112 (00:00:00:00:00:00)
2014-04-22 17:54:53: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.250 (00:00:00:00:00:00)
2014-04-22 17:54:57: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.250 (00:00:00:00:00:00)
2014-04-22 17:54:58: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.250 (00:00:00:00:00:00)
2014-04-22 17:54:58: 172.17.58.183 (b0:79:94:dd:a9:2a) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:54:59: 172.17.58.183 (b0:79:94:dd:a9:2a) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:54:59: 172.17.58.183 (b0:79:94:dd:a9:2a) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:55:06: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.171 (00:00:00:00:00:00)
2014-04-22 17:55:10: 172.17.58.183 (b0:79:94:dd:a9:2a) -> 173.194.42.96 (00:00:00:00:00:00)
2014-04-22 17:55:18: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.6 (00:00:00:00:00:00)
2014-04-22 17:55:19: 172.17.58.183 (b0:79:94:dd:a9:2a) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:55:25: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.120 (00:00:00:00:00:00)
2014-04-22 17:55:25: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.120 (00:00:00:00:00:00)
2014-04-22 17:55:29: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.136 (00:00:00:00:00:00)
2014-04-22 17:55:30: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.114 (00:00:00:00:00:00)
2014-04-22 17:55:30: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.136 (00:00:00:00:00:00)
2014-04-22 17:55:32: 172.17.58.112 (4c:eb:42:33:56:49) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:55:33: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.136 (00:00:00:00:00:00)
2014-04-22 17:55:33: 172.17.58.112 (4c:eb:42:33:56:49) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:55:33: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.183 (00:00:00:00:00:00)
2014-04-22 17:55:34: 172.17.58.112 (4c:eb:42:33:56:49) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:55:35: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.136 (00:00:00:00:00:00)
2014-04-22 17:55:35: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.183 (00:00:00:00:00:00)
2014-04-22 17:55:35: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.183 (00:00:00:00:00:00)
2014-04-22 17:55:36: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.136 (00:00:00:00:00:00)
2014-04-22 17:55:36: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.112 (00:00:00:00:00:00)
2014-04-22 17:55:36: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.143 (00:00:00:00:00:00)
2014-04-22 17:55:36: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.136 (00:00:00:00:00:00)
2014-04-22 17:55:36: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.112 (00:00:00:00:00:00)
2014-04-22 17:55:36: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.112 (00:00:00:00:00:00)
2014-04-22 17:55:37: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.112 (00:00:00:00:00:00)
2014-04-22 17:55:41: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.120 (00:00:00:00:00:00)
2014-04-22 17:55:43: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.230 (00:00:00:00:00:00)
2014-04-22 17:55:43: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.131 (00:00:00:00:00:00)
2014-04-22 17:55:43: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.132 (00:00:00:00:00:00)
2014-04-22 17:55:43: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.130 (00:00:00:00:00:00)
2014-04-22 17:55:44: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.230 (00:00:00:00:00:00)
2014-04-22 17:55:44: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.132 (00:00:00:00:00:00)
2014-04-22 17:55:46: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.250 (00:00:00:00:00:00)
2014-04-22 17:55:47: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.250 (00:00:00:00:00:00)
2014-04-22 17:55:47: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.132 (00:00:00:00:00:00)
2014-04-22 17:55:47: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.136 (00:00:00:00:00:00)
2014-04-22 17:55:47: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.132 (00:00:00:00:00:00)
2014-04-22 17:55:47: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.250 (00:00:00:00:00:00)
2014-04-22 17:55:48: 172.17.58.183 (b0:79:94:dd:a9:2a) -> 173.194.42.77 (00:00:00:00:00:00)
2014-04-22 17:55:51: 172.17.58.136 (b4:52:7d:f7:f6:80) -> 172.17.58.136 (00:00:00:00:00:00)
2014-04-22 17:55:52: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.6 (00:00:00:00:00:00)
2014-04-22 17:55:52: 172.17.58.136 (b4:52:7d:f7:f6:80) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:55:53: 172.17.58.136 (b4:52:7d:f7:f6:80) -> 172.17.58.136 (00:00:00:00:00:00)
2014-04-22 17:55:54: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.183 (00:00:00:00:00:00)
2014-04-22 17:55:55: 172.17.58.131 (e8:3e:b6:26:e5:72) -> 172.17.58.1 (ff:ff:ff:ff:ff:ff)
2014-04-22 17:55:55: 172.17.58.183 (b0:79:94:dd:a9:2a) -> 205.197.193.129 (00:00:00:00:00:00)
2014-04-22 17:55:55: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.183 (00:00:00:00:00:00)
2014-04-22 17:55:55: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.199 (00:00:00:00:00:00)
2014-04-22 17:55:56: 172.17.58.131 (e8:3e:b6:26:e5:72) -> 172.17.58.1 (ff:ff:ff:ff:ff:ff)
2014-04-22 17:55:56: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.199 (00:00:00:00:00:00)
2014-04-22 17:55:58: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.199 (00:00:00:00:00:00)
2014-04-22 17:55:58: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.250 (00:00:00:00:00:00)
2014-04-22 17:55:59: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.136 (00:00:00:00:00:00)
2014-04-22 17:55:59: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.250 (00:00:00:00:00:00)
2014-04-22 17:55:59: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.136 (00:00:00:00:00:00)
2014-04-22 17:55:59: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.250 (00:00:00:00:00:00)
2014-04-22 17:56:00: 172.17.58.250 (d8:90:e8:cb:68:d1) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:56:00: 0.0.0.0 (a8:44:81:b2:42:48) -> 169.254.116.11 (00:00:00:00:00:00)
2014-04-22 17:56:01: 172.17.58.250 (d8:90:e8:cb:68:d1) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:56:01: 0.0.0.0 (a8:44:81:b2:42:48) -> 169.254.116.11 (00:00:00:00:00:00)
2014-04-22 17:56:02: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.114 (00:00:00:00:00:00)
2014-04-22 17:56:02: 172.17.58.250 (d8:90:e8:cb:68:d1) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:56:02: 169.254.116.11 (a8:44:81:b2:42:48) -> 169.254.116.11 (00:00:00:00:00:00)
2014-04-22 17:56:03: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.114 (00:00:00:00:00:00)
2014-04-22 17:56:03: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.107 (00:00:00:00:00:00)
2014-04-22 17:56:03: 0.0.0.0 (a8:44:81:b2:42:48) -> 172.17.58.180 (00:00:00:00:00:00)
2014-04-22 17:56:03: 172.17.58.180 (a8:44:81:b2:42:48) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:56:05: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.237 (00:00:00:00:00:00)
2014-04-22 17:56:06: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.198 (00:00:00:00:00:00)
2014-04-22 17:56:07: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.164 (00:00:00:00:00:00)
2014-04-22 17:56:07: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.198 (00:00:00:00:00:00)
2014-04-22 17:56:07: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.198 (00:00:00:00:00:00)
2014-04-22 17:56:08: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.198 (00:00:00:00:00:00)
2014-04-22 17:56:09: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.198 (00:00:00:00:00:00)
2014-04-22 17:56:10: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.125 (00:00:00:00:00:00)
2014-04-22 17:56:10: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.112 (00:00:00:00:00:00)
2014-04-22 17:56:11: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.143 (00:00:00:00:00:00)
2014-04-22 17:56:12: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.131 (00:00:00:00:00:00)
2014-04-22 17:56:12: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.143 (00:00:00:00:00:00)
2014-04-22 17:56:12: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.180 (00:00:00:00:00:00)
2014-04-22 17:56:12: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.112 (00:00:00:00:00:00)
2014-04-22 17:56:12: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.112 (00:00:00:00:00:00)
2014-04-22 17:56:12: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.166 (00:00:00:00:00:00)
2014-04-22 17:56:13: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.166 (00:00:00:00:00:00)
2014-04-22 17:56:14: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.166 (00:00:00:00:00:00)
2014-04-22 17:56:15: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.112 (00:00:00:00:00:00)
2014-04-22 17:56:15: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.166 (00:00:00:00:00:00)
2014-04-22 17:56:15: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.164 (00:00:00:00:00:00)
2014-04-22 17:56:16: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.166 (00:00:00:00:00:00)
2014-04-22 17:56:16: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.131 (00:00:00:00:00:00)
2014-04-22 17:56:17: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.166 (00:00:00:00:00:00)
2014-04-22 17:56:17: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.237 (00:00:00:00:00:00)
2014-04-22 17:56:17: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.166 (00:00:00:00:00:00)
2014-04-22 17:56:18: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.131 (00:00:00:00:00:00)
2014-04-22 17:56:18: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.180 (00:00:00:00:00:00)
2014-04-22 17:56:18: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.120 (00:00:00:00:00:00)
2014-04-22 17:56:18: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.166 (00:00:00:00:00:00)
2014-04-22 17:56:18: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.199 (00:00:00:00:00:00)
2014-04-22 17:56:18: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.180 (00:00:00:00:00:00)
2014-04-22 17:56:19: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.131 (00:00:00:00:00:00)
2014-04-22 17:56:20: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.131 (00:00:00:00:00:00)
2014-04-22 17:56:21: 172.17.58.250 (d8:90:e8:cb:68:d1) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:56:21: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.131 (00:00:00:00:00:00)
2014-04-22 17:56:21: 172.17.58.250 (d8:90:e8:cb:68:d1) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:56:23: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.132 (00:00:00:00:00:00)
2014-04-22 17:56:23: 172.17.58.250 (d8:90:e8:cb:68:d1) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:56:24: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.230 (00:00:00:00:00:00)
2014-04-22 17:56:24: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.230 (00:00:00:00:00:00)
2014-04-22 17:56:26: 172.17.58.250 (d8:90:e8:cb:68:d1) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:56:28: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.242 (00:00:00:00:00:00)
2014-04-22 17:56:29: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.128 (00:00:00:00:00:00)
2014-04-22 17:56:29: 172.17.58.250 (d8:90:e8:cb:68:d1) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:56:30: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.242 (00:00:00:00:00:00)
2014-04-22 17:56:33: 172.17.58.107 (64:5a:04:ca:cc:01) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:56:33: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.245 (00:00:00:00:00:00)
2014-04-22 17:56:33: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.132 (00:00:00:00:00:00)
2014-04-22 17:56:33: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.114 (00:00:00:00:00:00)
2014-04-22 17:56:37: 172.17.58.170 (1c:69:a5:f3:45:cd) -> 172.17.58.1 (ff:ff:ff:ff:ff:ff)
2014-04-22 17:56:37: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.136 (00:00:00:00:00:00)
2014-04-22 17:56:38: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.136 (00:00:00:00:00:00)
2014-04-22 17:56:38: 172.17.58.170 (1c:69:a5:f3:45:cd) -> 172.17.58.1 (ff:ff:ff:ff:ff:ff)
2014-04-22 17:56:39: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.132 (00:00:00:00:00:00)
2014-04-22 17:56:39: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.119 (00:00:00:00:00:00)
2014-04-22 17:56:39: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.250 (00:00:00:00:00:00)
2014-04-22 17:56:39: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.254 (00:00:00:00:00:00)
2014-04-22 17:56:39: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.136 (00:00:00:00:00:00)
2014-04-22 17:56:40: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.136 (00:00:00:00:00:00)
2014-04-22 17:56:40: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.250 (00:00:00:00:00:00)
2014-04-22 17:56:40: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.136 (00:00:00:00:00:00)
2014-04-22 17:56:40: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.250 (00:00:00:00:00:00)
2014-04-22 17:56:41: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.136 (00:00:00:00:00:00)
2014-04-22 17:56:41: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.250 (00:00:00:00:00:00)
2014-04-22 17:56:42: 172.17.58.119 (b4:52:7d:fa:5f:6d) -> 172.17.58.119 (00:00:00:00:00:00)
2014-04-22 17:56:42: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.250 (00:00:00:00:00:00)
2014-04-22 17:56:42: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.136 (00:00:00:00:00:00)
2014-04-22 17:56:43: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.250 (00:00:00:00:00:00)
2014-04-22 17:56:43: 172.17.58.119 (b4:52:7d:fa:5f:6d) -> 172.17.58.119 (00:00:00:00:00:00)
2014-04-22 17:56:43: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.136 (00:00:00:00:00:00)
2014-04-22 17:56:45: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.136 (00:00:00:00:00:00)
2014-04-22 17:56:45: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.250 (00:00:00:00:00:00)
2014-04-22 17:56:46: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.250 (00:00:00:00:00:00)
2014-04-22 17:56:47: 172.17.58.119 (b4:52:7d:fa:5f:6d) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:56:47: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.136 (00:00:00:00:00:00)
2014-04-22 17:56:47: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.250 (00:00:00:00:00:00)
2014-04-22 17:56:48: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.136 (00:00:00:00:00:00)
2014-04-22 17:56:48: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.250 (00:00:00:00:00:00)
2014-04-22 17:56:49: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.250 (00:00:00:00:00:00)
2014-04-22 17:56:51: 172.17.58.114 (00:4d:00:00:12:a9) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:56:51: 172.17.58.119 (b4:52:7d:fa:5f:6d) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:56:51: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.164 (00:00:00:00:00:00)
2014-04-22 17:56:52: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.164 (00:00:00:00:00:00)
2014-04-22 17:56:52: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.198 (00:00:00:00:00:00)
2014-04-22 17:56:53: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.131 (00:00:00:00:00:00)
2014-04-22 17:56:53: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.183 (00:00:00:00:00:00)
2014-04-22 17:56:53: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.198 (00:00:00:00:00:00)
2014-04-22 17:56:53: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.130 (00:00:00:00:00:00)
2014-04-22 17:56:53: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.119 (00:00:00:00:00:00)
2014-04-22 17:56:54: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.108 (00:00:00:00:00:00)
2014-04-22 17:56:54: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.164 (00:00:00:00:00:00)
2014-04-22 17:56:54: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.131 (00:00:00:00:00:00)
2014-04-22 17:56:54: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.254 (00:00:00:00:00:00)
2014-04-22 17:56:54: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.254 (00:00:00:00:00:00)
2014-04-22 17:56:54: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.112 (00:00:00:00:00:00)
2014-04-22 17:56:55: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.198 (00:00:00:00:00:00)
2014-04-22 17:56:56: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.6 (00:00:00:00:00:00)
2014-04-22 17:56:56: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.6 (00:00:00:00:00:00)
2014-04-22 17:56:56: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.112 (00:00:00:00:00:00)
2014-04-22 17:56:56: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.112 (00:00:00:00:00:00)
2014-04-22 17:56:56: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.198 (00:00:00:00:00:00)
2014-04-22 17:56:56: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.6 (00:00:00:00:00:00)
2014-04-22 17:56:56: 0.0.0.0 (a8:44:81:b2:42:48) -> 172.17.58.180 (00:00:00:00:00:00)
2014-04-22 17:56:57: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.128 (00:00:00:00:00:00)
2014-04-22 17:56:57: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.254 (00:00:00:00:00:00)
2014-04-22 17:56:57: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.128 (00:00:00:00:00:00)
2014-04-22 17:56:57: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.237 (00:00:00:00:00:00)
2014-04-22 17:56:57: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.6 (00:00:00:00:00:00)
2014-04-22 17:56:57: 0.0.0.0 (a8:44:81:b2:42:48) -> 172.17.58.180 (00:00:00:00:00:00)
2014-04-22 17:56:57: 172.17.58.180 (a8:44:81:b2:42:48) -> 172.17.58.1 (00:00:00:00:00:00)
2014-04-22 17:56:58: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.250 (00:00:00:00:00:00)
2014-04-22 17:56:58: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.242 (00:00:00:00:00:00)
2014-04-22 17:56:58: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.178 (00:00:00:00:00:00)
2014-04-22 17:56:59: 0.0.0.0 (a8:44:81:b2:42:48) -> 172.17.58.180 (00:00:00:00:00:00)
2014-04-22 17:56:59: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.114 (00:00:00:00:00:00)
2014-04-22 17:56:59: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.164 (00:00:00:00:00:00)
2014-04-22 17:57:00: 172.17.58.180 (a8:44:81:b2:42:48) -> 172.17.58.180 (00:00:00:00:00:00)
2014-04-22 17:57:01: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.119 (00:00:00:00:00:00)
2014-04-22 17:57:01: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.119 (00:00:00:00:00:00)
2014-04-22 17:57:01: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.119 (00:00:00:00:00:00)
2014-04-22 17:57:02: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.119 (00:00:00:00:00:00)
2014-04-22 17:57:03: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.178 (00:00:00:00:00:00)
2014-04-22 17:57:04: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.178 (00:00:00:00:00:00)
2014-04-22 17:57:05: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.132 (00:00:00:00:00:00)
2014-04-22 17:57:06: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.183 (00:00:00:00:00:00)
2014-04-22 17:57:07: 172.17.58.166 (84:8e:0c:12:ca:3a) -> 169.254.255.255 (00:00:00:00:00:00)
2014-04-22 17:57:07: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.183 (00:00:00:00:00:00)
2014-04-22 17:57:08: 172.17.58.166 (84:8e:0c:12:ca:3a) -> 169.254.255.255 (00:00:00:00:00:00)
2014-04-22 17:57:08: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.219 (00:00:00:00:00:00)
2014-04-22 17:57:08: 172.17.58.166 (84:8e:0c:12:ca:3a) -> 169.254.255.255 (00:00:00:00:00:00)
2014-04-22 17:57:08: 172.17.58.170 (1c:69:a5:f3:45:cd) -> 172.17.58.1 (ff:ff:ff:ff:ff:ff)
2014-04-22 17:57:08: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.125 (00:00:00:00:00:00)
2014-04-22 17:57:08: 172.17.58.1 (00:0c:42:96:91:67) -> 172.17.58.183 (00:00:00:00:00:00)
